"sq_candidato","Nome.Candidato","Cidade","UF","Cargo","Partido","Resultado_Eleitoral","Genero","Raca","Valor_Receita","Votos","ano"
30000640527,"Antonio Cirilo Fernandes Borges","Macapá","AP","Prefeito","PRTB","Não Eleito","MASC.","PRETA",27125.9,23588,2020
30001233942,"PAULO CESAR LEMOS DE OLIVEIRA","Macapá","AP","Prefeito","PSOL","Não Eleito","MASC.","BRANCA",273795.64,7998,2020
30001084910,"Marcos Roberto Marques Da Silva","Macapá","AP","Prefeito","PT","Não Eleito","MASC.","BRANCA",515000,3075,2020
30001134683,"Guaracy Batista Da Silveira Júnior","Macapá","AP","Prefeito","PSL","Não Eleito","MASC.","PARDA",712770.55,0,2020
30000747583,"ANTONIO PAULO DE OLIVEIRA FURLAN","Macapá","AP","Prefeito","CIDADANIA","2º Turno","MASC.","BRANCA",1121351.75,133460,2020
30000747583,"ANTONIO PAULO DE OLIVEIRA FURLAN","Macapá","AP","Prefeito","CIDADANIA","Eleito","MASC.","BRANCA",1121351.75,133460,2020
30001034733,"Joao Alberto Rodrigues Capiberibe","Macapá","AP","Prefeito","PSB","Não Eleito","MASC.","PARDA",1341280.74,30160,2020
30001204907,"PATRICIA LIMA FERRAZ","Macapá","AP","Prefeito","PODE","Não Eleito","FEM.","PARDA",1482500,22761,2020
30000676677,"Jose Samuel Alcolumbre Tobelem","Macapá","AP","Prefeito","DEM","2º Turno","MASC.","PARDA",2013000,140010,2020
30000676677,"Jose Samuel Alcolumbre Tobelem","Macapá","AP","Prefeito","DEM","Não Eleito","MASC.","PARDA",2013000,140010,2020
20000699066,"Emmanuel Fortes Silveira Cavalcanti","Maceió","AL","Vice-prefeito","PSL","Não Eleito","MASC.","PARDA",NA,0,2020
20000699996,"IVANILDA DA CONCEIÇÃO GOMES","Maceió","AL","Vice-prefeito","UP","Não Eleito","FEM.","PRETA",NA,0,2020
20000700014,"Maria Yvone Loureiro Ribeiro","Maceió","AL","Vice-prefeito","PCdoB","Não Eleito","FEM.","BRANCA",NA,0,2020
20000774386,"TACIO MELO DA SILVEIRA","Maceió","AL","Vice-prefeito","PODE","2º Turno","MASC.","BRANCA",NA,0,2020
20000774386,"TACIO MELO DA SILVEIRA","Maceió","AL","Vice-prefeito","PODE","Não Eleito","MASC.","BRANCA",NA,0,2020
20000823762,"Élida Rachel Miranda Sousa","Maceió","AL","Vice-prefeito","PT","Não Eleito","FEM.","PRETA",NA,0,2020
20000824170,"Inês Falcão Wanderley De Almeida","Maceió","AL","Vice-prefeito","PATRIOTA","Não Eleito","FEM.","BRANCA",NA,0,2020
20000842792,"Ronaldo Augusto Lessa Santos","Maceió","AL","Vice-prefeito","PDT","2º Turno","MASC.","BRANCA",NA,0,2020
20000842792,"Ronaldo Augusto Lessa Santos","Maceió","AL","Vice-prefeito","PDT","Eleito","MASC.","BRANCA",NA,0,2020
20000963940,"ANA CLAUDIA BEZERRA","Maceió","AL","Vice-prefeito","PTB","Não Eleito","FEM.","BRANCA",NA,0,2020
20000964087,"Darlysson Igor Da Silva","Maceió","AL","Vice-prefeito","PSOL","Não Eleito","MASC.","PRETA",NA,0,2020
20001188053,"Gildeson Sampaio De Oliveira","Maceió","AL","Vice-prefeito","PMN","Nulo","MASC.","PARDA",NA,0,2020
20001274362,"Roberto De Paiva Torres","Maceió","AL","Vice-prefeito","PMN","Não Eleito","MASC.","BRANCA",NA,0,2020
20000699995,"LENILDA LUNA DE ALMEIDA","Maceió","AL","Prefeito","UP","Não Eleito","FEM.","PARDA",21343,4875,2020
20000963941,"JOSÉ CÍCERO SOARES DE ALMEIDA","Maceió","AL","Prefeito","DC","Não Eleito","MASC.","PARDA",99190,9905,2020
20000700015,"Cicero Pereira Dos Santos Filho","Maceió","AL","Prefeito","PCdoB","Não Eleito","MASC.","BRANCA",111266.37,3427,2020
20001188052,"Corintho Onelio Campelo Da Paz","Maceió","AL","Prefeito","PMN","Não Eleito","MASC.","PARDA",122000,507,2020
20000824171,"JOSAN LEITE PEREIRA BARROS","Maceió","AL","Prefeito","PATRIOTA","Não Eleito","MASC.","BRANCA",160024,23925,2020
20000964086,"Maria Valeria Costa Correia","Maceió","AL","Prefeito","PSOL","Não Eleito","FEM.","BRANCA",163778.65,13568,2020
20000823761,"Ricardo Sérgio Barbosa De Oliveira","Maceió","AL","Prefeito","PT","Não Eleito","MASC.","BRANCA",421220,8905,2020
20000774385,"Alfredo Gaspar De Mendonça Neto","Maceió","AL","Prefeito","MDB","2º Turno","MASC.","BRANCA",2209890,266938,2020
20000774385,"Alfredo Gaspar De Mendonça Neto","Maceió","AL","Prefeito","MDB","Não Eleito","MASC.","BRANCA",2209890,266938,2020
20000699067,"David Cabral Davino Filho","Maceió","AL","Prefeito","PP","Não Eleito","MASC.","BRANCA",2641814.86,97409,2020
20000842791,"João Henrique Holanda Caldas","Maceió","AL","Prefeito","PSB","2º Turno","MASC.","PARDA",5052797.91,331200,2020
20000842791,"João Henrique Holanda Caldas","Maceió","AL","Prefeito","PSB","Eleito","MASC.","PARDA",5052797.91,331200,2020
40000636773,"Augusto Cezar Silva De Menezes","Manaus","AM","Vice-prefeito","DC","Não Eleito","MASC.","PARDA",NA,0,2020
40000671365,"Marklize Dos Santos Siqueira","Manaus","AM","Vice-prefeito","PT","Não Eleito","FEM.","PRETA",NA,0,2020
40000671367,"Eduardo Baldoino Da Costa","Manaus","AM","Vice-prefeito","NOVO","Não Eleito","MASC.","BRANCA",NA,0,2020
40000671460,"George Augusto Monteiro Lins De Albuquerque","Manaus","AM","Vice-prefeito","PSD","Não Eleito","MASC.","BRANCA",NA,0,2020
40000686949,"Orsine Rufino De Oliveira Junior","Manaus","AM","Vice-prefeito","PMN","Não Eleito","MASC.","PARDA",NA,0,2020
40000686957,"MARIA AUXILIADORA OLIVEIRA DE CASTRO","Manaus","AM","Vice-prefeito","PSTU","Não Eleito","FEM.","PARDA",NA,0,2020
40000793781,"Mauricio Wilker De Azevedo Barreto","Manaus","AM","Vice-prefeito","PODE","2º Turno","MASC.","PARDA",NA,0,2020
40000793781,"Mauricio Wilker De Azevedo Barreto","Manaus","AM","Vice-prefeito","PODE","Não Eleito","MASC.","PARDA",NA,0,2020
40000793784,"RAFAEL AMARAL DA COSTA E SILVA","Manaus","AM","Vice-prefeito","PATRIOTA","Não Eleito","MASC.","PARDA",NA,0,2020
40000868185,"Maria Da Conceição Sampaio Moura","Manaus","AM","Vice-prefeito","PSDB","Não Eleito","FEM.","BRANCA",NA,0,2020
40000868847,"Marcos Sergio Rotta","Manaus","AM","Vice-prefeito","AVANTE","2º Turno","MASC.","BRANCA",NA,0,2020
40000868847,"Marcos Sergio Rotta","Manaus","AM","Vice-prefeito","AVANTE","Eleito","MASC.","BRANCA",NA,0,2020
40000886774,"Maria Auxiliadora De Queiroz Brasil","Manaus","AM","Vice-prefeito","PCdoB","Não Eleito","FEM.","PARDA",NA,0,2020
40000686956,"GILBERTO VASCONCELOS DA SILVA","Manaus","AM","Prefeito","PSTU","Não Eleito","MASC.","PRETA",13285,742,2020
40000886775,"Elson Marcelo Lima De Souza","Manaus","AM","Prefeito","PCdoB","Não Eleito","MASC.","PARDA",31545.88,2820,2020
40000636774,"Marco Antonio Souza Ribeiro Da Costa","Manaus","AM","Prefeito","DC","Não Eleito","MASC.","BRANCA",42147.71,0,2020
40000793783,"ALFREDO ALEXANDRE DE MENEZES JUNIOR","Manaus","AM","Prefeito","PATRIOTA","Não Eleito","MASC.","PARDA",154468,110805,2020
40000671368,"Romero Reis","Manaus","AM","Prefeito","NOVO","Não Eleito","MASC.","BRANCA",799087.59,29102,2020
40000686950,"ALBERTO BARROS CAVALCANTE NETO","Manaus","AM","Prefeito","REPUBLICANOS","Não Eleito","MASC.","BRANCA",1376483.1,76576,2020
40000671366,"Jose Ricardo Wendling","Manaus","AM","Prefeito","PT","Não Eleito","MASC.","BRANCA",1636985.82,139846,2020
40000868846,"DAVID ANTONIO ABISAI PEREIRA DE ALMEIDA","Manaus","AM","Prefeito","AVANTE","2º Turno","MASC.","PARDA",3196673.77,685899,2020
40000868846,"DAVID ANTONIO ABISAI PEREIRA DE ALMEIDA","Manaus","AM","Prefeito","AVANTE","Eleito","MASC.","PARDA",3196673.77,685899,2020
40000793782,"Amazonino Armando Mendes","Manaus","AM","Prefeito","PODE","2º Turno","MASC.","PARDA",4854629.96,677835,2020
40000793782,"Amazonino Armando Mendes","Manaus","AM","Prefeito","PODE","Não Eleito","MASC.","PARDA",4854629.96,677835,2020
40000671459,"Luis Ricardo Saldanha Nicolau","Manaus","AM","Prefeito","PSD","Não Eleito","MASC.","BRANCA",5756900,118289,2020
40000868186,"Alfredo Pereira Do Nascimento","Manaus","AM","Prefeito","PL","Não Eleito","MASC.","PARDA",6031000,31676,2020
200000636694,"Karina Souza Diniz De Araújo","Natal","RN","Vice-prefeito","SOLIDARIEDADE","Nulo","FEM.","BRANCA",NA,0,2020
200000645428,"Ana Paula Trento","Natal","RN","Vice-prefeito","PODE","Não Eleito","FEM.","BRANCA",NA,0,2020
200000667796,"Antonia Deusa Alves Martins Dos Santos","Natal","RN","Vice-prefeito","PP","Não Eleito","FEM.","BRANCA",NA,0,2020
200000723678,"Fernando Roberto Cavalcante Bandeira Do Amaral","Natal","RN","Vice-prefeito","NOVO","Nulo","MASC.","BRANCA",NA,0,2020
200000760168,"José Jairan Valdevino","Natal","RN","Vice-prefeito","PSTU","Não Eleito","MASC.","PRETA",NA,0,2020
200000847740,"TATIANA PEREIRA PIRES","Natal","RN","Vice-prefeito","PSB","Não Eleito","FEM.","PRETA",NA,0,2020
200000918895,"BRENNO OLIVEIRA QUEIROGA DE MORAIS","Natal","RN","Vice-prefeito","SOLIDARIEDADE","Não Eleito","MASC.","BRANCA",NA,0,2020
200000919402,"Getulio Batista Da Silva Neto","Natal","RN","Vice-prefeito","PTB","Não Eleito","MASC.","BRANCA",NA,0,2020
200000950103,"Danniel Alexandre Ferreira De Morais","Natal","RN","Vice-prefeito","PSOL","Não Eleito","MASC.","BRANCA",NA,0,2020
200001030656,"Joana Darc Lopes Da Silva","Natal","RN","Vice-prefeito","PCdoB","Não Eleito","FEM.","BRANCA",NA,0,2020
200001031418,"Carlos Eduardo Da Câmara Nunes Do Nascimento","Natal","RN","Vice-prefeito","CIDADANIA","Não Eleito","MASC.","PRETA",NA,0,2020
200001055016,"SHIRLEI BARROS DE MEDEIROS","Natal","RN","Vice-prefeito","DC","Não Eleito","FEM.","BRANCA",NA,0,2020
200001179006,"Elizabeth Lima Da Silva","Natal","RN","Vice-prefeito","PT","Nulo","FEM.","PRETA",NA,0,2020
200001187759,"Erick Marianne Queiroz Guerra","Natal","RN","Vice-prefeito","PSC","Não Eleito","MASC.","INDÍGENA",NA,0,2020
200001194164,"Aila Maria Ramalho Cortez De Oliveira","Natal","RN","Vice-prefeito","PDT","Eleito","FEM.","BRANCA",NA,0,2020
200001265134,"Estrela","Natal","RN","Vice-prefeito","PT","Não Eleito","MASC.","BRANCA",NA,0,2020
200000723677,"Fernando Pinto De Araújo Neto","Natal","RN","Prefeito","NOVO","Nulo","MASC.","BRANCA",12891.14,0,2020
200000760167,"Rosália Maria Fernandes","Natal","RN","Prefeito","PSTU","Não Eleito","FEM.","BRANCA",15140,880,2020
200001055015,"Jaidy Oliveira De Sousa","Natal","RN","Prefeito","DC","Não Eleito","FEM.","PARDA",31115.71,373,2020
200000645429,"Afrânio Ferreira De Miranda Filho","Natal","RN","Prefeito","PODE","Não Eleito","MASC.","BRANCA",75800,5656,2020
200001030655,"Fernando Carvalho De Freitas","Natal","RN","Prefeito","PCdoB","Não Eleito","MASC.","BRANCA",98363,1428,2020
200000950104,"Maria Das Neves Valentim","Natal","RN","Prefeito","PSOL","Não Eleito","FEM.","BRANCA",121176.52,3959,2020
200000636695,"Kelps De Oliveira Lima","Natal","RN","Prefeito","SOLIDARIEDADE","Não Eleito","MASC.","PRETA",179110,20190,2020
200001187760,"Andre Luiz Vieira De Azevedo","Natal","RN","Prefeito","PSC","Não Eleito","MASC.","PARDA",196635,6530,2020
200001031419,"Carlos Alberto Freire Medeiros","Natal","RN","Prefeito","PV","Não Eleito","MASC.","BRANCA",235955.53,4743,2020
200000919401,"Helio Imbrosio Oliveira","Natal","RN","Prefeito","PRTB","Não Eleito","MASC.","BRANCA",236850,9398,2020
200000667795,"Sergio Fernando Leocádio Teixeira","Natal","RN","Prefeito","PSL","Não Eleito","MASC.","BRANCA",454110.45,35181,2020
200000847741,"Hermano Da Costa Moraes","Natal","RN","Prefeito","PSB","Não Eleito","MASC.","BRANCA",522734,11626,2020
200001179005,"Jean Paul Terra Prates","Natal","RN","Prefeito","PT","Não Eleito","MASC.","BRANCA",1228529.52,49494,2020
200001194163,"Álvaro Costa Dias","Natal","RN","Prefeito","PSDB","Eleito","MASC.","BRANCA",2122585.53,194764,2020
270000747241,"Nilmar Gavino Ruiz","Palmas","TO","Vice-prefeito","PSB","Nulo","Não Divulgável","Não Divulgável",NA,0,2020
270000767543,"Rosilene Alves Damaso","Palmas","TO","Vice-prefeito","PROS","Nulo","FEM.","PARDA",NA,0,2020
270000993391,"Micheline Pimentel Ribeiro Cavalcante","Palmas","TO","Vice-prefeito","PODE","Não Eleito","FEM.","PARDA",NA,0,2020
270000999479,"Milton Neris De Santana","Palmas","TO","Vice-prefeito","PDT","Não Eleito","MASC.","PARDA",NA,0,2020
270001056642,"MARIA LUCIA SOARES VIANA","Palmas","TO","Vice-prefeito","PSOL","Não Eleito","FEM.","PRETA",NA,0,2020
270001103778,"Domingos Ribeiro Bezerra","Palmas","TO","Vice-prefeito","PMB","Não Eleito","MASC.","PRETA",NA,0,2020
270001129940,"Jacy Vieira Soares","Palmas","TO","Vice-prefeito","PTC","Não Eleito","FEM.","PARDA",NA,0,2020
270001130365,"GILBERTO DOS SANTOS","Palmas","TO","Vice-prefeito","PRTB","Não Eleito","MASC.","PARDA",NA,0,2020
270001130615,"GERSON ALVES DE SOUSA","Palmas","TO","Vice-prefeito","PSL","Não Eleito","MASC.","BRANCA",NA,0,2020
270001187525,"Naiara Cardoso Dos Santos Mascarenhas","Palmas","TO","Vice-prefeito","PT","Não Eleito","FEM.","PRETA",NA,0,2020
270001191000,"Joseph Ribamar Madeira","Palmas","TO","Vice-prefeito","PTB","Não Eleito","MASC.","PRETA",NA,0,2020
270001228807,"Lucas Vieira Da Silva Meira","Palmas","TO","Vice-prefeito","PSDB","Nulo","MASC.","BRANCA",NA,0,2020
270001265823,"André Luiz Torres Gomes","Palmas","TO","Vice-prefeito","AVANTE","Eleito","MASC.","BRANCA",NA,0,2020
270001268438,"Nilmar Gavino Ruiz","Palmas","TO","Vice-prefeito","PL","Não Eleito","FEM.","BRANCA",NA,0,2020
270001269394,"Rosilene Alves Damaso","Palmas","TO","Vice-prefeito","PSC","Não Eleito","FEM.","PARDA",NA,0,2020
270001056641,"João Aparecido Bazzoli","Palmas","TO","Prefeito","PSOL","Não Eleito","MASC.","BRANCA",2750,1060,2020
270001103779,"Joaquim Rocha Pereira","Palmas","TO","Prefeito","PMB","Não Eleito","MASC.","BRANCA",25285,407,2020
270001129941,"Max Dornellys Borges De Oliveira","Palmas","TO","Prefeito","PTC","Não Eleito","MASC.","PARDA",85986.28,627,2020
270001187524,"João Helder Vilela","Palmas","TO","Prefeito","PT","Não Eleito","MASC.","BRANCA",296276.33,3402,2020
270000999480,"Marcello De Lima Lelis","Palmas","TO","Prefeito","PV","Não Eleito","MASC.","PARDA",418643.84,4281,2020
270001191001,"Eli Dias Borges","Palmas","TO","Prefeito","SOLIDARIEDADE","Não Eleito","MASC.","PARDA",550100,16582,2020
270000993392,"Alan Kardec Martins Barbiero","Palmas","TO","Prefeito","PODE","Não Eleito","MASC.","BRANCA",835495,2028,2020
270000767544,"José Luiz Pereira Júnior","Palmas","TO","Prefeito","PROS","Não Eleito","MASC.","PARDA",1039400,18523,2020
270001130366,"Gil Fonseca Barison","Palmas","TO","Prefeito","REPUBLICANOS","Não Eleito","MASC.","BRANCA",1372169.37,7654,2020
270000747240,"Tiago De Paula Andrino","Palmas","TO","Prefeito","PSB","Não Eleito","MASC.","PARDA",1602406.5,15707,2020
270001228806,"Cinthia Alves Caetano Ribeiro","Palmas","TO","Prefeito","PSDB","Eleito","FEM.","BRANCA",2791553.1,46243,2020
270001130616,"Vandelucia Monteiro De Castro","Palmas","TO","Prefeito","PSL","Não Eleito","FEM.","PRETA",4057693.35,11079,2020
210000636250,"Edelberto Machado Mendonça Neto","Porto Alegre","RS","Vice-prefeito","PROS","Não Eleito","MASC.","BRANCA",NA,0,2020
210000649929,"MARCIO CHAGAS DA SILVA","Porto Alegre","RS","Vice-prefeito","PSOL","Não Eleito","MASC.","PRETA",NA,0,2020
210000668211,"FERNANDO EDISON DOMINGUES SOARES","Porto Alegre","RS","Vice-prefeito","REPUBLICANOS","Não Eleito","MASC.","BRANCA",NA,0,2020
210000668383,"Ricardo Santos Gomes","Porto Alegre","RS","Vice-prefeito","MDB","2º Turno","MASC.","BRANCA",NA,0,2020
210000668383,"Ricardo Santos Gomes","Porto Alegre","RS","Vice-prefeito","MDB","Eleito","MASC.","BRANCA",NA,0,2020
210000683533,"Vera Rosane Rodrigues De Oliveira","Porto Alegre","RS","Vice-prefeito","PSTU","Não Eleito","FEM.","PRETA",NA,0,2020
210000729171,"Miguel Soldatelli Rossetto","Porto Alegre","RS","Vice-prefeito","PT","2º Turno","MASC.","BRANCA",NA,0,2020
210000729171,"Miguel Soldatelli Rossetto","Porto Alegre","RS","Vice-prefeito","PT","Não Eleito","MASC.","BRANCA",NA,0,2020
210000841470,"Carmen Beatriz Silva Dos Santos","Porto Alegre","RS","Vice-prefeito","AVANTE","Não Eleito","FEM.","BRANCA",NA,0,2020
210000842290,"Andre Martins De Lima Cecchini","Porto Alegre","RS","Vice-prefeito","PATRIOTA","Não Eleito","MASC.","BRANCA",NA,0,2020
210000982837,"João Carlos Da Luz Diogo","Porto Alegre","RS","Vice-prefeito","PSD","Não Eleito","MASC.","BRANCA",NA,0,2020
210001008914,"Alda Terezinha Lopes Miller","Porto Alegre","RS","Vice-prefeito","PV","Não Eleito","FEM.","BRANCA",NA,0,2020
210001104025,"Delaine Kalikosky De Oliveira","Porto Alegre","RS","Vice-prefeito","PCO","Não Eleito","FEM.","BRANCA",NA,0,2020
210001185048,"Gustavo Tânger Jardim","Porto Alegre","RS","Vice-prefeito","PSDB","Não Eleito","MASC.","BRANCA",NA,0,2020
210001189950,"Maria Luiza Oliveira Loose","Porto Alegre","RS","Vice-prefeito","PSB","Não Eleito","FEM.","BRANCA",NA,0,2020
210001104024,"Luiz Delvair Martins Barros","Porto Alegre","RS","Prefeito","PCO","Não Eleito","MASC.","BRANCA",1000,0,2020
210000683532,"Julio Cesar Leirias Flores","Porto Alegre","RS","Prefeito","PSTU","Não Eleito","MASC.","BRANCA",17858.14,852,2020
210001008913,"Montserrat Antônio De Vasconcellos Martins","Porto Alegre","RS","Prefeito","PV","Não Eleito","MASC.","BRANCA",57370.37,1415,2020
210000668212,"João Derly De Oliveira Nunes Junior","Porto Alegre","RS","Prefeito","REPUBLICANOS","Não Eleito","MASC.","BRANCA",385370.15,19004,2020
210000636251,"Rodrigo Marini Maroni","Porto Alegre","RS","Prefeito","PROS","Não Eleito","MASC.","BRANCA",484105.26,3314,2020
210000982836,"Valter Luis Da Costa Nagelstein","Porto Alegre","RS","Prefeito","PSD","Não Eleito","MASC.","BRANCA",524300,20033,2020
210000842289,"Jose Alberto Reus Fortunati","Porto Alegre","RS","Prefeito","PTB","Não Eleito","MASC.","BRANCA",928226.04,0,2020
210000649928,"Fernanda Melchionna E Silva","Porto Alegre","RS","Prefeito","PSOL","Não Eleito","FEM.","BRANCA",1219871.81,27994,2020
210000841471,"Gustavo Bohrer Paim","Porto Alegre","RS","Prefeito","PP","Não Eleito","MASC.","BRANCA",1516844.22,7989,2020
210001189949,"JULIANA BRIZOLA","Porto Alegre","RS","Prefeito","PDT","Não Eleito","FEM.","BRANCA",2702300,41407,2020
210001185049,"Nelson Marchezan Júnior","Porto Alegre","RS","Prefeito","PSDB","Não Eleito","MASC.","BRANCA",3121120,136063,2020
210000668382,"SEBASTIÃO DE ARAÚJO MELO","Porto Alegre","RS","Prefeito","MDB","2º Turno","MASC.","BRANCA",3389797.99,570830,2020
210000668382,"SEBASTIÃO DE ARAÚJO MELO","Porto Alegre","RS","Prefeito","MDB","Eleito","MASC.","BRANCA",3389797.99,570830,2020
210000729170,"Manuela Pinto Vieira D Avila","Porto Alegre","RS","Prefeito","PCdoB","2º Turno","FEM.","BRANCA",5532250.31,495007,2020
210000729170,"Manuela Pinto Vieira D Avila","Porto Alegre","RS","Prefeito","PCdoB","Não Eleito","FEM.","BRANCA",5532250.31,495007,2020
220000638049,"João Vitor Rocha Gonçalves","Porto Velho","RO","Vice-prefeito","PSTU","Não Eleito","MASC.","PARDA",NA,0,2020
220000685116,"FRANCISCO BATISTA DA SILVA","Porto Velho","RO","Vice-prefeito","PCdoB","Não Eleito","MASC.","BRANCA",NA,0,2020
220001051416,"Mauricio Fonseca Ribeiro Carvalho De Moraes","Porto Velho","RO","Vice-prefeito","PSDB","2º Turno","MASC.","BRANCA",NA,0,2020
220001051416,"Mauricio Fonseca Ribeiro Carvalho De Moraes","Porto Velho","RO","Vice-prefeito","PSDB","Eleito","MASC.","BRANCA",NA,0,2020
220001081446,"Milene Cristiane Da Silva","Porto Velho","RO","Vice-prefeito","REPUBLICANOS","Não Eleito","FEM.","PARDA",NA,0,2020
220001082525,"Marciney Da Costa E Silva","Porto Velho","RO","Vice-prefeito","PSL","Não Eleito","MASC.","PARDA",NA,0,2020
220001083154,"José Raimundo Santos Filho","Porto Velho","RO","Vice-prefeito","PSOL","Não Eleito","MASC.","PRETA",NA,0,2020
220001105766,"Ivo Benitez","Porto Velho","RO","Vice-prefeito","DC","Não Eleito","MASC.","BRANCA",NA,0,2020
220001138362,"ROSICLER MUNIZ OLIVEIRA","Porto Velho","RO","Vice-prefeito","PSC","Não Eleito","FEM.","PARDA",NA,0,2020
220001138793,"BRENO MENDES DA SILVA FARIAS","Porto Velho","RO","Prefeito","AVANTE","Nulo","MASC.","PARDA",NA,0,2020
220001138794,"Jozinelio Muniz De Oliveira","Porto Velho","RO","Vice-prefeito","AVANTE","Nulo","MASC.","PRETA",NA,0,2020
220001169384,"Heline Abreu Braga","Porto Velho","RO","Vice-prefeito","CIDADANIA","Não Eleito","FEM.","PRETA",NA,0,2020
220001170261,"Lhano Fernandes Adorno","Porto Velho","RO","Vice-prefeito","PT","Não Eleito","MASC.","BRANCA",NA,0,2020
220001172316,"PEDRO ROBERTO GEMIGNANI MANCEBO","Porto Velho","RO","Vice-prefeito","PROS","2º Turno","MASC.","BRANCA",NA,0,2020
220001172316,"PEDRO ROBERTO GEMIGNANI MANCEBO","Porto Velho","RO","Vice-prefeito","PROS","Não Eleito","MASC.","BRANCA",NA,0,2020
220001181049,"VILCILENE GIL CAETANO MELO","Porto Velho","RO","Vice-prefeito","SOLIDARIEDADE","Não Eleito","FEM.","SEM INFORMAÇÃO",NA,0,2020
220001220999,"Marco Antonio De Faria","Porto Velho","RO","Vice-prefeito","MDB","Não Eleito","MASC.","BRANCA",NA,0,2020
220001225149,"Jozinelio Muniz De Oliveira","Porto Velho","RO","Vice-prefeito","PATRIOTA","Não Eleito","MASC.","PRETA",NA,0,2020
220001226640,"Leonardo Severo Da Luz Neto","Porto Velho","RO","Vice-prefeito","PRTB","Nulo","MASC.","BRANCA",NA,0,2020
220001273646,"Jose Caetano Morey Romano","Porto Velho","RO","Vice-prefeito","PRTB","Não Eleito","MASC.","BRANCA",NA,0,2020
220001181050,"Mauro Ronaldo Flores Correa","Porto Velho","RO","Prefeito","SOLIDARIEDADE","Não Eleito","MASC.","BRANCA",0,16750,2020
220001273642,"Leonardo Severo Da Luz Neto","Porto Velho","RO","Prefeito","PRTB","Não Eleito","MASC.","BRANCA",0,741,2020
220001226641,"Ted Wilson De Almeida Ferreira","Porto Velho","RO","Prefeito","PRTB","Nulo","MASC.","BRANCA",5000,0,2020
220000638048,"Geneci Gonçalves Dos Santos","Porto Velho","RO","Prefeito","PSTU","Não Eleito","MASC.","PRETA",7318.27,298,2020
220001083155,"Nascimento Antônio Da Silva","Porto Velho","RO","Prefeito","PSOL","Não Eleito","MASC.","PARDA",37994,1180,2020
220000685117,"SAMUEL COSTA MENEZES","Porto Velho","RO","Prefeito","PCdoB","Não Eleito","MASC.","PARDA",81041.7,1229,2020
220001105767,"Joao Leonel Bertolin","Porto Velho","RO","Prefeito","PTB","Não Eleito","MASC.","BRANCA",104290.29,1624,2020
220001170262,"Ramon Cujui Freitas","Porto Velho","RO","Prefeito","PT","Não Eleito","MASC.","PARDA",225688.86,7069,2020
220001138361,"Edvaldo Rodrigues Soares","Porto Velho","RO","Prefeito","PSC","Não Eleito","MASC.","BRANCA",246606,4154,2020
220001081445,"LINDOMAR BARBOSA ALVES","Porto Velho","RO","Prefeito","REPUBLICANOS","Não Eleito","MASC.","PARDA",336350.32,12061,2020
220001169383,"Vinícius Valentin Raduan Miguel","Porto Velho","RO","Prefeito","CIDADANIA","Não Eleito","MASC.","AMARELA",374375.86,29369,2020
220001225148,"BRENO MENDES DA SILVA FARIAS","Porto Velho","RO","Prefeito","AVANTE","Não Eleito","MASC.","PARDA",450886.6,25270,2020
220001082524,"EYDER BRASIL DO CARMO","Porto Velho","RO","Prefeito","PSL","Não Eleito","MASC.","PRETA",899355.6,5620,2020
220001221000,"Williames Pimentel De Oliveira","Porto Velho","RO","Prefeito","MDB","Não Eleito","MASC.","PARDA",911050,8195,2020
220001172317,"Cristiane Lopes Da Luz Benarrosh","Porto Velho","RO","Prefeito","PP","2º Turno","FEM.","PARDA",1162038.09,123476,2020
220001172317,"Cristiane Lopes Da Luz Benarrosh","Porto Velho","RO","Prefeito","PP","Não Eleito","FEM.","PARDA",1162038.09,123476,2020
220001051415,"Hildon De Lima Chaves","Porto Velho","RO","Prefeito","PSDB","2º Turno","MASC.","BRANCA",1567989.43,184720,2020
220001051415,"Hildon De Lima Chaves","Porto Velho","RO","Prefeito","PSDB","Eleito","MASC.","BRANCA",1567989.43,184720,2020
170000638448,"André De Souza Melo Teixeira","Recife","PE","Vice-prefeito","NOVO","Não Eleito","MASC.","BRANCA",NA,0,2020
170000638550,"JOSE ALVES DE OLIVEIRA","Recife","PE","Vice-prefeito","PRTB","Não Eleito","MASC.","BRANCA",NA,0,2020
170000688432,"Isabella Menezes De Roldão Fiorenzano","Recife","PE","Vice-prefeito","PDT","2º Turno","FEM.","BRANCA",NA,0,2020
170000688432,"Isabella Menezes De Roldão Fiorenzano","Recife","PE","Vice-prefeito","PDT","Eleito","FEM.","BRANCA",NA,0,2020
170000701232,"Joao Arnaldo Novaes Junior","Recife","PE","Vice-prefeito","PSOL","2º Turno","MASC.","BRANCA",NA,0,2020
170000701232,"Joao Arnaldo Novaes Junior","Recife","PE","Vice-prefeito","PSOL","Não Eleito","MASC.","BRANCA",NA,0,2020
170000921325,"Priscila Krause Branco","Recife","PE","Vice-prefeito","DEM","Não Eleito","FEM.","BRANCA",NA,0,2020
170000921803,"Rosaly De Almeida Silva","Recife","PE","Vice-prefeito","PSL","Não Eleito","FEM.","BRANCA",NA,0,2020
170000921841,"Leonardo Santos Salazar","Recife","PE","Vice-prefeito","CIDADANIA","Não Eleito","MASC.","BRANCA",NA,0,2020
170000979613,"Wellington Duarte Carneiro","Recife","PE","Vice-prefeito","PSC","Não Eleito","MASC.","BRANCA",NA,0,2020
