"sq_candidato","Nome.Candidato","Cidade","UF","Cargo","Partido","Resultado_Eleitoral","Genero","Raca","Valor_Receita","Votos","ano"
260000793304,"Manoel Santos Dos Anjos","Aracaju","SE","Vereador","SOLIDARIEDADE","Não Eleito","MASC.","PARDA",NA,0,2020
260001036855,"Felipe Romão Passos","Aracaju","SE","Vereador","PT","Não Eleito","MASC.","PRETA",NA,0,2020
260001187457,"Arline Virgens Campos Silva","Aracaju","SE","Vereador","PMN","Nulo","FEM.","PARDA",NA,0,2020
260001187471,"Jaqueline Suzan Dos Santos Franca","Aracaju","SE","Vereador","PMN","Nulo","FEM.","PARDA",NA,0,2020
260000637535,"Cleverton Silva Dos Santos","Aracaju","SE","Vereador","PSDB","Não Eleito","MASC.","PARDA",0,110,2020
260000757229,"DICLA SOARES DOS PRAZERES OLIVEIRA","Aracaju","SE","Vereador","REPUBLICANOS","Nulo","FEM.","BRANCA",0,0,2020
260000793278,"Alaine Bittencourt Lima","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","FEM.","PARDA",0,19,2020
260000793282,"Jacqueline Santos Torres","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","FEM.","PARDA",0,50,2020
260000793283,"Elisangela Souza Alves Doria","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","FEM.","BRANCA",0,46,2020
260000793285,"Denise Simplício Alves","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","FEM.","PARDA",0,71,2020
260000793287,"Ariene Maria Da Conceição Maia","Aracaju","SE","Vereador","SOLIDARIEDADE","Nulo","FEM.","BRANCA",0,0,2020
260000793288,"Regiane Pagano De Paixão","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","FEM.","PARDA",0,64,2020
260000793297,"Emilio Santos Nascimento","Aracaju","SE","Vereador","SOLIDARIEDADE","Não Eleito","MASC.","PARDA",0,0,2020
260000793298,"MARCOS RENATO REIS","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","MASC.","PARDA",0,259,2020
260000793300,"Nícolas Jeferson Dos Santos Messias","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","MASC.","PARDA",0,0,2020
260000793302,"Horácia Gabriela Dos Santos","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","FEM.","PARDA",0,1,2020
260000793303,"ANTONIO BATISTA DOS SANTOS","Aracaju","SE","Vereador","SOLIDARIEDADE","Nulo","MASC.","PARDA",0,0,2020
260000793307,"Josefa Everalda Germano De Melo Filha","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","FEM.","PARDA",0,2,2020
260000914595,"Licia Maria De Melo","Aracaju","SE","Vereador","PATRIOTA","Nulo","FEM.","BRANCA",0,0,2020
260000914600,"Gilmar Resende","Aracaju","SE","Vereador","PATRIOTA","Nulo","MASC.","PRETA",0,0,2020
260000914607,"Ilo De Aguiar Machado","Aracaju","SE","Vereador","PATRIOTA","Nulo","MASC.","PARDA",0,0,2020
260001036850,"CARLOS ANTÔNIO DOS SANTOS","Aracaju","SE","Vereador","PT","Nulo","MASC.","AMARELA",0,0,2020
260001036851,"Jessica Carvalho Macena Dos Santos","Aracaju","SE","Vereador","PT","Nulo","FEM.","BRANCA",0,0,2020
260001036858,"LUCAS DOS SANTOS","Aracaju","SE","Vereador","PT","Nulo","MASC.","PRETA",0,0,2020
260001036867,"Fabio Luiz Santos Quirino","Aracaju","SE","Vereador","PT","Não Eleito","MASC.","PRETA",0,0,2020
260001036869,"Ricardo Araujo Da Silva","Aracaju","SE","Vereador","PT","Suplente","MASC.","BRANCA",0,135,2020
260001036872,"Paulo Luiz Cardoso Da Silva","Aracaju","SE","Vereador","PT","Nulo","MASC.","BRANCA",0,0,2020
260001036877,"MARIA JOSÉ SILVA SANTOS","Aracaju","SE","Vereador","PT","Não Eleito","FEM.","AMARELA",0,0,2020
260001036879,"Augusto Vieira Lessa","Aracaju","SE","Vereador","PT","Suplente","MASC.","BRANCA",0,25,2020
260001036881,"Anderson José Costa De Oliveira","Aracaju","SE","Vereador","PT","Suplente","MASC.","BRANCA",0,116,2020
260001037759,"Gilvan Dos Santos Amarante","Aracaju","SE","Vereador","DC","Nulo","MASC.","PARDA",0,0,2020
260001037768,"Rubens Araujo","Aracaju","SE","Vereador","DC","Nulo","MASC.","PARDA",0,0,2020
260001038796,"Lucio Flavio Xavier Santos","Aracaju","SE","Vereador","PSD","Nulo","MASC.","PRETA",0,0,2020
260001137933,"Adriano Filgueiras Costa","Aracaju","SE","Vereador","PP","Nulo","MASC.","PARDA",0,0,2020
260001175622,"Wagner Antonio Dos Santos","Aracaju","SE","Vereador","PTB","Não Eleito","MASC.","PARDA",0,310,2020
260001175624,"Jean Muniz Moura","Aracaju","SE","Vereador","PTB","Nulo","MASC.","BRANCA",0,0,2020
260001175633,"JOSÉ ROBERTO FERREIRA","Aracaju","SE","Vereador","PTB","Nulo","MASC.","PARDA",0,0,2020
260001175640,"Robson Gonçalves Das Chagas","Aracaju","SE","Vereador","PTB","Não Eleito","MASC.","PARDA",0,5,2020
260001175641,"RUBENVAL OLIVEIRA MEIRA","Aracaju","SE","Vereador","PTB","Nulo","MASC.","PARDA",0,0,2020
260001175650,"Alberto Melo Santos","Aracaju","SE","Vereador","PTB","Não Eleito","MASC.","PRETA",0,14,2020
260001175652,"Luana Matias Luchini","Aracaju","SE","Vereador","PTB","Nulo","FEM.","BRANCA",0,0,2020
260001175653,"Raimundo Marques Gazineu","Aracaju","SE","Vereador","PTB","Não Eleito","MASC.","BRANCA",0,69,2020
260001183911,"Rosilene Da Silva Pinheiro","Aracaju","SE","Vereador","PSL","Não Eleito","FEM.","PRETA",0,0,2020
260001183929,"Ingrid Raiane Da Silva Barreto","Aracaju","SE","Vereador","PSL","Não Eleito","FEM.","PARDA",0,0,2020
260001187448,"ERICA FABIANA DE OLIVEIRA RIBEIRO","Aracaju","SE","Vereador","PMN","Suplente","FEM.","PARDA",0,2,2020
260001187449,"Sayonara Diana De Macedo Farias","Aracaju","SE","Vereador","PMN","Suplente","FEM.","BRANCA",0,2,2020
260001187452,"ANTONIO CARLOS DOS SANTOS","Aracaju","SE","Vereador","PMN","Suplente","MASC.","PRETA",0,58,2020
260001187453,"José Gomes De Andrade Filho","Aracaju","SE","Vereador","PMN","Não Eleito","MASC.","PARDA",0,0,2020
260001187454,"Flávia Dos Santos Duarte","Aracaju","SE","Vereador","PMN","Suplente","FEM.","PARDA",0,6,2020
260001187455,"Jose Soares Pinto","Aracaju","SE","Vereador","PMN","Suplente","MASC.","PARDA",0,371,2020
260001187456,"Maria Cristina Cacho Abuibaid","Aracaju","SE","Vereador","PMN","Nulo","FEM.","PRETA",0,0,2020
260001187459,"SANDRA MARIA MAGALHAES ANDRADE","Aracaju","SE","Vereador","PMN","Suplente","FEM.","PARDA",0,14,2020
260001187461,"Edison Gomes Da Silva","Aracaju","SE","Vereador","PMN","Suplente","MASC.","PRETA",0,361,2020
260001187462,"José De Jesus Oliveira","Aracaju","SE","Vereador","PMN","Suplente","MASC.","PRETA",0,99,2020
260001187466,"MARCIO JOSE SANTOS SILVA","Aracaju","SE","Vereador","PMN","Suplente","MASC.","PARDA",0,110,2020
260001187469,"Erica Silva De Carvalho","Aracaju","SE","Vereador","PMN","Suplente","FEM.","BRANCA",0,16,2020
260001187479,"Genivaldo Da Silveira Santos","Aracaju","SE","Vereador","PMN","Suplente","MASC.","PRETA",0,528,2020
260001187481,"Everson Ferreira Santos","Aracaju","SE","Vereador","PMN","Suplente","MASC.","PRETA",0,274,2020
260001256119,"Ricardo Sergio Silva Santiago","Aracaju","SE","Vereador","PODE","Nulo","MASC.","BRANCA",0,0,2020
260001256125,"José Ednalvo Rosendo Dos Santos","Aracaju","SE","Vereador","PODE","Nulo","MASC.","PARDA",0,0,2020
260001267742,"Cristiano Bispo Dos Santos","Aracaju","SE","Vereador","PMN","Suplente","MASC.","PARDA",0,64,2020
260001274244,"Wladimir Wander Dos Santos Ferraz","Aracaju","SE","Vereador","PSDB","Não Eleito","MASC.","PARDA",0,45,2020
260001256137,"Elizabeth Cabral De Jesus","Aracaju","SE","Vereador","PODE","Suplente","FEM.","PRETA",12,10,2020
260001187475,"CARLOS AUGUSTO BARRETO DE JESUS","Aracaju","SE","Vereador","PMN","Suplente","MASC.","PRETA",170,129,2020
260000793280,"Flavia Martins De Melo","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","FEM.","BRANCA",200,36,2020
260001105484,"Ginaldo Francisco Dos Santos","Aracaju","SE","Vereador","REDE","Nulo","MASC.","PARDA",320,0,2020
260000793286,"ADEMIR COSTA","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","MASC.","BRANCA",360,889,2020
260001265682,"Catharina Miranda Santos Gomes","Aracaju","SE","Vereador","PATRIOTA","Suplente","FEM.","BRANCA",366.25,10,2020
260001074278,"Alecio Graça Da Costa","Aracaju","SE","Vereador","PCdoB","Nulo","MASC.","BRANCA",400,0,2020
260000657508,"Cristiane De Almeida","Aracaju","SE","Vereador","CIDADANIA","Suplente","FEM.","PARDA",424,242,2020
260000657510,"Alice Dos Reis Souza","Aracaju","SE","Vereador","CIDADANIA","Suplente","FEM.","PARDA",424,35,2020
260000657518,"Heráclito Menezes Da Silva","Aracaju","SE","Vereador","CIDADANIA","Suplente","MASC.","BRANCA",424,123,2020
260000657525,"Cicero Geronimo Da Silva","Aracaju","SE","Vereador","CIDADANIA","Suplente","MASC.","PARDA",424,51,2020
260000657527,"MARA LÚCIA DE PAULA","Aracaju","SE","Vereador","CIDADANIA","Suplente","FEM.","PRETA",424,19,2020
260000657528,"Marcelo Luiz Donato Santana","Aracaju","SE","Vereador","CIDADANIA","Suplente","MASC.","PARDA",424,52,2020
260000657530,"Eliane Gusmão Lopes","Aracaju","SE","Vereador","CIDADANIA","Suplente","FEM.","PARDA",424,56,2020
260000657532,"Monica Arcanjo Da Silva","Aracaju","SE","Vereador","CIDADANIA","Suplente","FEM.","PARDA",424,70,2020
260000657534,"José Anderson Farias Andrade","Aracaju","SE","Vereador","CIDADANIA","Suplente","MASC.","PARDA",424,54,2020
260000657535,"GILMAR OLIVEIRA DA SILVA","Aracaju","SE","Vereador","CIDADANIA","Suplente","MASC.","BRANCA",424,114,2020
260000657537,"João Paulo Spinola","Aracaju","SE","Vereador","CIDADANIA","Suplente","MASC.","PARDA",424,14,2020
260000835379,"Yoakan Jocelis Soares Brito","Aracaju","SE","Vereador","CIDADANIA","Suplente","MASC.","PRETA",424,170,2020
260000835380,"SIMONE SILVA FEITOZA","Aracaju","SE","Vereador","CIDADANIA","Suplente","FEM.","PARDA",424,66,2020
260000793281,"Djane Montalvão Da Luz","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","FEM.","PARDA",455.88,29,2020
260000793294,"Rodrigo Fialho Menezes","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","MASC.","PARDA",455.88,122,2020
260000793296,"Gabryel Alves Da Paixão","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","MASC.","PARDA",455.88,107,2020
260000793306,"IRAILTON MATIAS DOS SANTOS","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","MASC.","PARDA",455.88,49,2020
260000757437,"Ítalo Novac Souza Santos","Aracaju","SE","Vereador","PL","Não Eleito","MASC.","PRETA",460,165,2020
260000757441,"Isadora Waleska Oliveira Santos","Aracaju","SE","Vereador","PL","Não Eleito","FEM.","PARDA",460,64,2020
260000757443,"Marlyse Leão Silva De Souto","Aracaju","SE","Vereador","PL","Não Eleito","FEM.","PARDA",460,42,2020
260000757444,"Regina Porto Moura","Aracaju","SE","Vereador","PL","Não Eleito","FEM.","PARDA",460,97,2020
260000757446,"Alexandre Farias Da Cruz Santos","Aracaju","SE","Vereador","PL","Não Eleito","MASC.","BRANCA",460,33,2020
260000757447,"Luíz Wagner Silva Santos","Aracaju","SE","Vereador","PL","Não Eleito","MASC.","BRANCA",460,64,2020
260000757448,"Nicollas Lima De Santana","Aracaju","SE","Vereador","PL","Não Eleito","MASC.","BRANCA",460,59,2020
260000757451,"Antônio Costa Da Conceição","Aracaju","SE","Vereador","PL","Não Eleito","MASC.","PARDA",460,165,2020
260000757452,"Igor De Araújo Barbosa","Aracaju","SE","Vereador","PL","Não Eleito","MASC.","BRANCA",460,135,2020
260000757453,"JACQUELINE GONÇALVES DE ALMEIDA","Aracaju","SE","Vereador","PL","Não Eleito","FEM.","BRANCA",460,29,2020
260000757454,"José Jodackson De Mendonça Júnior","Aracaju","SE","Vereador","PL","Não Eleito","MASC.","PARDA",460,75,2020
260000757456,"José Augusto Santos","Aracaju","SE","Vereador","PL","Não Eleito","MASC.","PARDA",460,132,2020
260000757459,"SANDRA ROSA RIBEIRO","Aracaju","SE","Vereador","PL","Não Eleito","FEM.","PARDA",460,44,2020
260000757462,"Ricardo Gomes De Santana Vieira","Aracaju","SE","Vereador","PL","Não Eleito","MASC.","PARDA",460,60,2020
260000757464,"José Cosme Rocha Soares","Aracaju","SE","Vereador","PL","Não Eleito","MASC.","PARDA",460,108,2020
260000757465,"Fagner Santana De Assis","Aracaju","SE","Vereador","PL","Não Eleito","MASC.","PARDA",460,111,2020
260000757467,"Adnilton Santos Barbosa","Aracaju","SE","Vereador","PL","Não Eleito","MASC.","PRETA",460,61,2020
260000757468,"Fernanda Verônica Silva Souza","Aracaju","SE","Vereador","PL","Não Eleito","FEM.","PARDA",460,28,2020
260001036860,"Emmanuel Da Silva Nascimento","Aracaju","SE","Vereador","PT","Nulo","MASC.","PRETA",600,0,2020
260001265397,"JOSÉ COSME DOS SANTOS","Aracaju","SE","Vereador","AVANTE","Não Eleito","MASC.","PARDA",600,0,2020
260001036866,"Carlos Augusto De Oliveira Leal","Aracaju","SE","Vereador","PT","Suplente","MASC.","BRANCA",615.38,14,2020
260000914378,"Joseneide Almeida Martins","Aracaju","SE","Vereador","PDT","Suplente","FEM.","PARDA",631.29,13,2020
260000657521,"Sílvio Alves De Freitas","Aracaju","SE","Vereador","CIDADANIA","Suplente","MASC.","PARDA",714,133,2020
260001265399,"Valeria Silva Santos","Aracaju","SE","Vereador","AVANTE","Não Eleito","FEM.","PARDA",746.29,0,2020
260000757438,"Patrícia Dos Santos Xavier","Aracaju","SE","Vereador","PL","Não Eleito","FEM.","BRANCA",763.73,79,2020
260000743257,"Eva Silva De Alcantara","Aracaju","SE","Vereador","PSC","Não Eleito","FEM.","PARDA",817.29,0,2020
260000657523,"Valmor Alves Souza","Aracaju","SE","Vereador","CIDADANIA","Suplente","MASC.","PARDA",824,94,2020
260000657531,"Charles Carvalho Ferreira","Aracaju","SE","Vereador","CIDADANIA","Suplente","MASC.","PARDA",862,137,2020
260000857695,"Dayanna Soares Goes","Aracaju","SE","Vereador","AVANTE","Não Eleito","FEM.","PARDA",895,0,2020
260001037765,"Antonio Pedro Dos Santos Neto","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",915.75,101,2020
260001137942,"Amarílio Coutinho Vieira Silva","Aracaju","SE","Vereador","PP","Suplente","MASC.","PARDA",926.64,90,2020
260000757439,"Rita De Cássia Melo Freitas","Aracaju","SE","Vereador","PL","Não Eleito","FEM.","AMARELA",929.81,34,2020
260001037750,"AGNALDO DOS SANTOS","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",970.75,32,2020
260001037752,"FRANCISCO DE ASSIS SANTANA ROCHA","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",970.75,53,2020
260001037754,"Josemar Santos De Pontes","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",970.75,14,2020
260001037762,"Jailson Nery Faro","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","BRANCA",970.75,58,2020
260001037763,"George Dos Anjos Lemos","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",970.75,62,2020
260001037766,"Nelson Araujo Dos Santos","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",970.75,85,2020
260001037767,"Jose Adilson Moreira Costa","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",970.75,67,2020
260001037769,"Joelson Soares Vieira","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",970.75,35,2020
260001037771,"Joao Ramilo Dos Santos","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",970.75,0,2020
260000657614,"Edeildo Vieira Da Rocha","Aracaju","SE","Vereador","PSB","Nulo","MASC.","PARDA",995,0,2020
260000793284,"Domingos Savio Dos Santos","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","MASC.","BRANCA",1000,174,2020
260000637544,"Shirley Dias Costa","Aracaju","SE","Vereador","PSDB","Não Eleito","FEM.","PARDA",1035.4,0,2020
260000637551,"Maria Vânia Santos Da Hora","Aracaju","SE","Vereador","PSDB","Não Eleito","FEM.","PRETA",1035.4,14,2020
260000637552,"Atanazia Teles De Gois","Aracaju","SE","Vereador","PSDB","Não Eleito","FEM.","BRANCA",1035.4,0,2020
260000637554,"Natali Lima Aragão","Aracaju","SE","Vereador","PSDB","Não Eleito","FEM.","BRANCA",1035.4,0,2020
260001037770,"Noel Ramos Da Silva","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","INDÍGENA",1040.75,39,2020
260000657519,"Carlos Magno Vasconcelos Santos","Aracaju","SE","Vereador","CIDADANIA","Suplente","MASC.","PARDA",1044,242,2020
260000743253,"Marinalda Silveira Vercosa","Aracaju","SE","Vereador","PSC","Não Eleito","FEM.","PARDA",1071.29,0,2020
260000743266,"CLEBER ALVES VIEIRA","Aracaju","SE","Vereador","PSC","Não Eleito","MASC.","PARDA",1071.29,0,2020
260001137948,"Lucielmo Santana Pereira","Aracaju","SE","Vereador","PP","Suplente","MASC.","PARDA",1094.15,63,2020
260001137956,"Ronison Da Paixão Santos","Aracaju","SE","Vereador","PP","Suplente","MASC.","PRETA",1094.15,65,2020
260001137962,"Gean Matos De Oliveira","Aracaju","SE","Vereador","PP","Suplente","MASC.","PARDA",1094.15,78,2020
260001137950,"WANDEKLARQSON CÉSAR SANTOS SILVA","Aracaju","SE","Vereador","PP","Suplente","MASC.","PARDA",1095.93,115,2020
260001264252,"ANTONIO BARBOSA NETO","Aracaju","SE","Vereador","PP","Suplente","MASC.","SEM INFORMAÇÃO",1095.93,41,2020
260001037867,"MARIA DA CONCEIÇÃO DA SILVA","Aracaju","SE","Vereador","PV","Nulo","FEM.","PARDA",1107.14,0,2020
260001037764,"Jose Milton Dos Reis","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",1190.75,43,2020
260000757457,"Bruno Eugênio Dantas Santana","Aracaju","SE","Vereador","PL","Não Eleito","MASC.","PARDA",1210,60,2020
260000757450,"ALANDERSON GONÇALVES GOMES","Aracaju","SE","Vereador","PL","Não Eleito","MASC.","PARDA",1220,344,2020
260000637545,"Roberto Rui Toledo Da Silva Junior","Aracaju","SE","Vereador","PSDB","Não Eleito","MASC.","BRANCA",1229.6,17,2020
260000637540,"Sheila Santana Dos Santos","Aracaju","SE","Vereador","PSDB","Não Eleito","FEM.","PARDA",1251.4,3,2020
260000637549,"Rose Mary Batista Santana Martins","Aracaju","SE","Vereador","PSDB","Não Eleito","FEM.","PARDA",1251.4,1,2020
260001074273,"Romanti-Ezer Marotta Santos","Aracaju","SE","Vereador","PCdoB","Não Eleito","MASC.","BRANCA",1253,0,2020
260000657517,"Bruno Madureira Jesus Dos Santos","Aracaju","SE","Vereador","CIDADANIA","Suplente","MASC.","PARDA",1254,311,2020
260001256123,"Vitor Flores Da Costa Mendes","Aracaju","SE","Vereador","PODE","Suplente","MASC.","BRANCA",1280,47,2020
260000914387,"HELIOMARTO REZENDE SILVA","Aracaju","SE","Vereador","PDT","Suplente","MASC.","PARDA",1286.36,170,2020
260001256132,"Nagela Valeska Santana Santos","Aracaju","SE","Vereador","PODE","Suplente","FEM.","PARDA",1312,17,2020
260001037756,"Helio Do Nascimento Santos","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",1334.85,376,2020
260000835238,"Vanda Silva Santos","Aracaju","SE","Vereador","DEM","Nulo","FEM.","PARDA",1360,0,2020
260001256122,"Janadson Cortes Reis","Aracaju","SE","Vereador","PODE","Suplente","MASC.","PARDA",1360,152,2020
260000743254,"Carla Andreza Silveira Pedreira Da Silva","Aracaju","SE","Vereador","PSC","Não Eleito","FEM.","BRANCA",1396.83,0,2020
260000757445,"Thiago Oliveira Uchôa Dias","Aracaju","SE","Vereador","PL","Não Eleito","MASC.","PARDA",1460,32,2020
260001256120,"THIAGO WILLIAMS DOS SANTOS","Aracaju","SE","Vereador","PODE","Suplente","MASC.","PARDA",1492,20,2020
260000793309,"Silvio Luiz Santos","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","MASC.","PARDA",1515.88,181,2020
260001256133,"Elaine Almeida De Alcantara","Aracaju","SE","Vereador","PODE","Suplente","FEM.","PARDA",1532,15,2020
260001256136,"Silvania Maria Santos Oliveira","Aracaju","SE","Vereador","PODE","Suplente","FEM.","BRANCA",1532,32,2020
260000637548,"Kislley Melo Da Cunha","Aracaju","SE","Vereador","PSDB","Não Eleito","FEM.","PARDA",1550.8,0,2020
260000637527,"Raimundo Pinheiro Pereira","Aracaju","SE","Vereador","PSDB","Não Eleito","MASC.","PARDA",1565.6,37,2020
260000637529,"João Marcelo Ribeiro De Melo","Aracaju","SE","Vereador","PSDB","Não Eleito","MASC.","PARDA",1565.6,62,2020
260000637531,"Carlos Fernandes Nascimento De Oliveira","Aracaju","SE","Vereador","PSDB","Não Eleito","MASC.","BRANCA",1565.6,90,2020
260000637532,"José Anselmo Dos Santos","Aracaju","SE","Vereador","PSDB","Não Eleito","MASC.","BRANCA",1565.6,200,2020
260000637539,"ANTONIO DIAS","Aracaju","SE","Vereador","PSDB","Não Eleito","MASC.","PARDA",1565.6,64,2020
260000637543,"José Edinilzo Nogueira Santos","Aracaju","SE","Vereador","PSDB","Não Eleito","MASC.","PARDA",1565.6,136,2020
260000637547,"Mcdouglas Arimatea Santos","Aracaju","SE","Vereador","PSDB","Não Eleito","MASC.","PARDA",1565.6,103,2020
260000637553,"Thiago Carlos De Almeida","Aracaju","SE","Vereador","PSDB","Não Eleito","MASC.","BRANCA",1565.6,18,2020
260000637556,"André Alves Santana","Aracaju","SE","Vereador","PSDB","Não Eleito","MASC.","PARDA",1565.6,11,2020
260000637558,"JOSEMIR ALVES DE ARGOLO","Aracaju","SE","Vereador","PSDB","Não Eleito","MASC.","BRANCA",1565.6,344,2020
260000637560,"Evandro Tadeu Fontes Silva","Aracaju","SE","Vereador","PSDB","Nulo","MASC.","PARDA",1565.6,0,2020
260000637562,"Marcelo Soares Dos Santos","Aracaju","SE","Vereador","PSDB","Não Eleito","MASC.","PARDA",1565.6,90,2020
260000657604,"UMBERTO DOS SANTOS SILVA","Aracaju","SE","Vereador","PSB","Suplente","MASC.","PARDA",1576,66,2020
260001256105,"José Antonio De Souza Pimentel","Aracaju","SE","Vereador","PODE","Suplente","MASC.","BRANCA",1580,25,2020
260001256106,"José Carlos Azevedo Santos","Aracaju","SE","Vereador","PODE","Suplente","MASC.","PARDA",1600,508,2020
260001256112,"Adilson Marques Dos Santos","Aracaju","SE","Vereador","PODE","Suplente","MASC.","PARDA",1620,69,2020
260000743274,"Joran Ribeiro De Andrade","Aracaju","SE","Vereador","PSC","Não Eleito","MASC.","PARDA",1624.83,0,2020
260000743262,"ROSANGELA DOS SANTOS","Aracaju","SE","Vereador","PSC","Não Eleito","FEM.","PARDA",1625.89,0,2020
260000743272,"Roberto Alves Guimarães","Aracaju","SE","Vereador","PSC","Não Eleito","MASC.","BRANCA",1625.89,0,2020
260000793289,"Roque Melo","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","MASC.","PRETA",1655.88,583,2020
260000657585,"Sandra Gardenia Araujo Argolo","Aracaju","SE","Vereador","PSB","Suplente","FEM.","BRANCA",1681,6,2020
260000914377,"JACKSON LIMA DOS SANTOS","Aracaju","SE","Vereador","PDT","Suplente","MASC.","PRETA",1724.15,17,2020
260000914393,"Edson De Menezes Santos Martins","Aracaju","SE","Vereador","PDT","Suplente","MASC.","BRANCA",1724.15,93,2020
260000914394,"Ranulfo José Dos Santos","Aracaju","SE","Vereador","PDT","Suplente","MASC.","BRANCA",1724.15,109,2020
260000914395,"Fabio Alves De Farias","Aracaju","SE","Vereador","PDT","Suplente","MASC.","PARDA",1724.15,44,2020
260000914396,"SANDRO JOSÉ DOS SANTOS","Aracaju","SE","Vereador","PDT","Suplente","MASC.","PRETA",1724.15,75,2020
260000914398,"Rosevaldo Matias Dos Santos","Aracaju","SE","Vereador","PDT","Suplente","MASC.","PRETA",1724.15,206,2020
260000657522,"NERES FELIX DOS SANTOS","Aracaju","SE","Vereador","CIDADANIA","Suplente","MASC.","PARDA",1732.35,180,2020
260000657600,"MARIO SERGIO DE OLIVEIRA","Aracaju","SE","Vereador","PSB","Suplente","MASC.","PARDA",1733,108,2020
260001256121,"Christian Barreto Silva","Aracaju","SE","Vereador","PODE","Suplente","MASC.","PARDA",1753,80,2020
260000793305,"Gildivan Bomfim Da Silva","Aracaju","SE","Vereador","SOLIDARIEDADE","Suplente","MASC.","PARDA",1759.88,175,2020
260001256103,"Charles Douglas Da Silva","Aracaju","SE","Vereador","PODE","Suplente","MASC.","PARDA",1760,24,2020
260000914390,"VALTER FERREIRA DA SILVA","Aracaju","SE","Vereador","PDT","Suplente","MASC.","PARDA",1766.15,112,2020
260000914371,"RAILDO RAMOS DE QUEIROZ","Aracaju","SE","Vereador","PDT","Suplente","MASC.","PARDA",1779.86,125,2020
260001187477,"Joao Batista Ferreira Mota","Aracaju","SE","Vereador","PMN","Suplente","MASC.","PRETA",1800,368,2020
260001256118,"JOÃO SEBASTIÃO DA SILVA","Aracaju","SE","Vereador","PODE","Suplente","MASC.","PARDA",1820,333,2020
260000757466,"FLÁVIO DE OLIVEIRA RODRIGUES","Aracaju","SE","Vereador","PL","Não Eleito","MASC.","PARDA",1849,278,2020
260000637528,"WAGNER VIEIRA DOS SANTOS","Aracaju","SE","Vereador","PSDB","Não Eleito","MASC.","PARDA",1865.6,202,2020
260000757440,"Roberto Rosemberg Da Silva Menezes","Aracaju","SE","Vereador","PL","Não Eleito","MASC.","PARDA",1960,108,2020
260001262415,"EDER MATOS MARTINS","Aracaju","SE","Vereador","PODE","Suplente","MASC.","PARDA",1960,100,2020
260001037755,"Aline Santos","Aracaju","SE","Vereador","DC","Não Eleito","FEM.","PARDA",1970.75,21,2020
260001175629,"Augusto Prado Correia Figueiredo","Aracaju","SE","Vereador","PTB","Não Eleito","MASC.","PARDA",2000,53,2020
260001175638,"Cristian Barney De Jesus Nascimento","Aracaju","SE","Vereador","PTB","Não Eleito","MASC.","PARDA",2000,108,2020
260001187482,"Tanise Pires Mendonca","Aracaju","SE","Vereador","PMN","Suplente","FEM.","PARDA",2000,75,2020
260000637530,"ALEXANDRE AUGUSTO DA SILVA","Aracaju","SE","Vereador","PSDB","Não Eleito","MASC.","BRANCA",2035.6,284,2020
260001175623,"Iran Higino Dos Santos","Aracaju","SE","Vereador","PTB","Não Eleito","MASC.","PARDA",2065,160,2020
260001037864,"Genisson Silva De Jesus","Aracaju","SE","Vereador","PV","Não Eleito","MASC.","PARDA",2107.14,72,2020
260001037865,"Ginaldo Ferreira Santos","Aracaju","SE","Vereador","PV","Não Eleito","MASC.","PRETA",2107.14,55,2020
260001037869,"Carlito Ferreira Marcos","Aracaju","SE","Vereador","PV","Não Eleito","MASC.","PARDA",2107.14,96,2020
260001037870,"JOSÉ DE SOUZA SANTOS","Aracaju","SE","Vereador","PV","Não Eleito","MASC.","PARDA",2107.14,191,2020
