"sq_candidato","Nome.Candidato","Cidade","UF","Cargo","Partido","Resultado_Eleitoral","Genero","Raca","Valor_Receita","Votos","ano"
40001078216,"Elton Oliveira Pereira","Manaus","AM","Vereador","PATRIOTA","Suplente","MASC.","PARDA",2000,57,2020
40001115808,"Douglas Jesus De Mello","Manaus","AM","Vereador","PCdoB","Suplente","MASC.","PARDA",2000,153,2020
40001115815,"Misaul Souza Ribeiro","Manaus","AM","Vereador","PCdoB","Suplente","MASC.","PARDA",2000,43,2020
40001262787,"Claudemberg Lima Dos Santos","Manaus","AM","Vereador","PV","Suplente","MASC.","PARDA",2000,361,2020
40000942322,"Edivan Dos Santos Dantas","Manaus","AM","Vereador","PODE","Suplente","MASC.","PARDA",2025,16,2020
40000708960,"RODRIGO SID DE SOUZA","Manaus","AM","Vereador","DC","Suplente","MASC.","PARDA",2046.8,1422,2020
40001078204,"Carlos Roberto Viana Pinto","Manaus","AM","Vereador","PATRIOTA","Suplente","MASC.","PARDA",2050,115,2020
40000655333,"RENATO COSTA VELAS","Manaus","AM","Vereador","NOVO","Não Eleito","MASC.","PRETA",2065.24,644,2020
40001256243,"Francisco Leonel Da Silva","Manaus","AM","Vereador","PTC","Suplente","MASC.","PARDA",2111.97,74,2020
40001115801,"Ana Cristina Cavalcante Bezerra","Manaus","AM","Vereador","PCdoB","Nulo","FEM.","PARDA",2154.89,0,2020
40000868447,"Felipe Raphael Pinto Silva","Manaus","AM","Vereador","PRTB","Suplente","MASC.","BRANCA",2160,215,2020
40000943681,"Vicente Paulo Rodrigues De Lima","Manaus","AM","Vereador","PV","Suplente","MASC.","BRANCA",2168.96,251,2020
40001262791,"Watilas Nonato Da Silva","Manaus","AM","Vereador","PV","Suplente","MASC.","PARDA",2168.96,233,2020
40001189206,"Claudia Patricia Passos Pimentel Lima","Manaus","AM","Vereador","PP","Suplente","FEM.","PARDA",2183,6,2020
40001189208,"Rosa Maria Souza Ribeiro","Manaus","AM","Vereador","PP","Nulo","FEM.","PARDA",2183,0,2020
40001189232,"Salomão Sozinho Valente","Manaus","AM","Vereador","PP","Nulo","MASC.","PARDA",2183,0,2020
40001189248,"Alex Peres Anacleto","Manaus","AM","Vereador","PP","Suplente","MASC.","PARDA",2183,88,2020
40001189207,"Anderson Colares Nunes","Manaus","AM","Vereador","PP","Suplente","MASC.","PARDA",2183.2,158,2020
40001189231,"Katia Regina Pequeno Da Fonseca","Manaus","AM","Vereador","PP","Suplente","FEM.","PARDA",2183.2,50,2020
40001189238,"Wagner Da Silva Damasceno","Manaus","AM","Vereador","PP","Suplente","MASC.","BRANCA",2183.2,92,2020
40001189241,"Cristiano Rodrigues De Assunção","Manaus","AM","Vereador","PP","Suplente","MASC.","PARDA",2183.2,67,2020
40000708944,"Fabio Campelo Dos Santos","Manaus","AM","Vereador","DC","Suplente","MASC.","PARDA",2196.8,252,2020
40000943659,"CLEBER ANTONIO DE LIMA PINHEIRO","Manaus","AM","Vereador","PV","Suplente","MASC.","PARDA",2215.36,675,2020
40000943682,"Gilvandro Da Silva Pereira","Manaus","AM","Vereador","PV","Suplente","MASC.","PARDA",2215.36,319,2020
40001262785,"Jacson Barbosa Lima","Manaus","AM","Vereador","PV","Suplente","MASC.","PARDA",2215.36,240,2020
40001262786,"Leo Noranha Dedonno","Manaus","AM","Vereador","PV","Suplente","MASC.","PARDA",2215.36,35,2020
40001262788,"Claudio Cesar Valente De Melo","Manaus","AM","Vereador","PV","Suplente","MASC.","PARDA",2215.36,665,2020
40001262789,"Arley Veron De Almeida Bentes","Manaus","AM","Vereador","PV","Suplente","MASC.","BRANCA",2215.36,58,2020
40000686998,"FRANCISCO LOPES DA SILVA","Manaus","AM","Vereador","DEM","Suplente","MASC.","PARDA",2220,147,2020
40000868460,"Christian De Souza Moraes","Manaus","AM","Vereador","PRTB","Suplente","MASC.","PARDA",2220,150,2020
40000708934,"Roberval Lopes Da Silva","Manaus","AM","Vereador","DC","Suplente","MASC.","PARDA",2245.4,347,2020
40001061695,"Claudia Regina Coelho De Souza","Manaus","AM","Vereador","PMN","Suplente","FEM.","BRANCA",2250,15,2020
40001078171,"ALEXANDRE DA SILVA SALAZAR","Manaus","AM","Vereador","PATRIOTA","Suplente","MASC.","PARDA",2275.35,2079,2020
40000686974,"Raimundo Nonato De Freitas Soares","Manaus","AM","Vereador","DEM","Suplente","MASC.","PARDA",2300,143,2020
40000686984,"Hilton Lopes Da Costa","Manaus","AM","Vereador","DEM","Suplente","MASC.","PARDA",2300,119,2020
40000794407,"JEAN CLEUBER DE ARAUJO MESSIAS","Manaus","AM","Vereador","PMB","Não Eleito","MASC.","PARDA",2300,248,2020
40000686997,"Fernando Almeida Marques","Manaus","AM","Vereador","DEM","Suplente","MASC.","PARDA",2315,392,2020
40000943675,"RONALDO DA SILVA DE SOUSA","Manaus","AM","Vereador","PV","Suplente","MASC.","PARDA",2325.36,439,2020
40000708957,"Jacqueline Maldonado","Manaus","AM","Vereador","DC","Suplente","FEM.","PARDA",2331.8,46,2020
40001061724,"Nubia Mara Mota De Lima","Manaus","AM","Vereador","PMN","Suplente","FEM.","BRANCA",2381.75,26,2020
40001061694,"Kellen De Vasconcelos Sobreira","Manaus","AM","Vereador","PMN","Suplente","FEM.","SEM INFORMAÇÃO",2389.5,43,2020
40000868465,"Denis Thaumaturgo Siqueira","Manaus","AM","Vereador","PRTB","Suplente","MASC.","PARDA",2410,175,2020
40001061691,"Jaqueline Pinheiro De Sousa","Manaus","AM","Vereador","PMN","Suplente","FEM.","BRANCA",2419.5,69,2020
40001061707,"Luciana Fatima Batista Coutinho Pinheiro","Manaus","AM","Vereador","PMN","Suplente","FEM.","BRANCA",2419.5,168,2020
40001061714,"Nadia Colares","Manaus","AM","Vereador","PMN","Suplente","FEM.","PARDA",2419.5,51,2020
40001061730,"Juciane Maria Cavalcante Da Silva","Manaus","AM","Vereador","PMN","Suplente","FEM.","SEM INFORMAÇÃO",2419.5,31,2020
40001115686,"Eugenia Simone Ferreira Rodrigues","Manaus","AM","Vereador","CIDADANIA","Suplente","FEM.","PARDA",2420.21,1,2020
40001265326,"Katia Cilene Da Silva Pacheco","Manaus","AM","Vereador","CIDADANIA","Suplente","FEM.","PARDA",2420.21,26,2020
40001061716,"TATIANE SANTOS DE OLIVEIRA","Manaus","AM","Vereador","PMN","Suplente","FEM.","SEM INFORMAÇÃO",2433.75,54,2020
40001061700,"Maria De Nazaré Pereira Da Silva","Manaus","AM","Vereador","PMN","Suplente","FEM.","SEM INFORMAÇÃO",2453.75,233,2020
40001061699,"Eliana Seixas Ramos","Manaus","AM","Vereador","PMN","Suplente","FEM.","SEM INFORMAÇÃO",2488.75,322,2020
40001061721,"Junior Costa Benigno","Manaus","AM","Vereador","PMN","Suplente","MASC.","BRANCA",2524.5,1131,2020
40000942323,"Djalma Damião De Sousa","Manaus","AM","Vereador","PODE","Suplente","MASC.","PARDA",2537.5,368,2020
40000942326,"Antonio Dantas Da Silva","Manaus","AM","Vereador","PODE","Suplente","MASC.","PARDA",2537.5,75,2020
40000708938,"Tiago Rodrigues Neves","Manaus","AM","Vereador","DC","Suplente","MASC.","PARDA",2620,1092,2020
40001115679,"Hearlen Moreira De Souza","Manaus","AM","Vereador","CIDADANIA","Suplente","MASC.","PARDA",2620.21,115,2020
40001115832,"JULYANO DE SOUZA DA SILVA","Manaus","AM","Vereador","PCdoB","Suplente","MASC.","PRETA",2717.08,33,2020
40001256263,"Antonivan Campos Monteiro","Manaus","AM","Vereador","PTC","Suplente","MASC.","PARDA",2741.97,344,2020
40000708924,"Silas Rodrigues Cidade","Manaus","AM","Vereador","DC","Suplente","MASC.","PARDA",2833.4,535,2020
40001256265,"Rodão Oliveira Do Nascimento","Manaus","AM","Vereador","PTC","Suplente","MASC.","PRETA",2861.97,266,2020
40001078659,"Marcos Sabino De Araujo","Manaus","AM","Vereador","PROS","Suplente","MASC.","PARDA",2883,454,2020
40000794396,"Givaldo Felizardo De Sousa","Manaus","AM","Vereador","PMB","Não Eleito","MASC.","PARDA",2900,90,2020
40000943666,"Charlis Amorim De Souza","Manaus","AM","Vereador","PV","Suplente","MASC.","PARDA",2915.36,402,2020
40001262799,"Airton Gonçalves Da Silva","Manaus","AM","Vereador","PV","Suplente","MASC.","PARDA",2915.36,70,2020
40001078168,"Dominique Batista Araujo","Manaus","AM","Vereador","PATRIOTA","Suplente","FEM.","PARDA",2980,0,2020
40001078211,"Marcia Dos Santos Silva","Manaus","AM","Vereador","PATRIOTA","Suplente","FEM.","PARDA",2980,17,2020
40000685306,"Agostinho Bruno De Castro Ribeiro","Manaus","AM","Vereador","MDB","Não Eleito","MASC.","PARDA",3000,66,2020
40000685307,"Aldeir Santos Da Silva","Manaus","AM","Vereador","MDB","Não Eleito","MASC.","PARDA",3000,62,2020
40000685310,"Anselmo Da Silva Dias","Manaus","AM","Vereador","MDB","Não Eleito","MASC.","PARDA",3000,82,2020
40000685313,"Antonia Almeida De Souza","Manaus","AM","Vereador","MDB","Não Eleito","FEM.","PARDA",3000,37,2020
40000686914,"Elso Da Silva Lima","Manaus","AM","Vereador","MDB","Não Eleito","MASC.","PARDA",3000,56,2020
40000686915,"Edicley Fernandes De Lima","Manaus","AM","Vereador","MDB","Não Eleito","MASC.","PARDA",3000,102,2020
40000686919,"GINA MARIA REIS GONZALEZ","Manaus","AM","Vereador","MDB","Não Eleito","FEM.","PARDA",3000,106,2020
40000686922,"Elcio Romar Souza Da Silva","Manaus","AM","Vereador","MDB","Não Eleito","MASC.","PARDA",3000,31,2020
40000686924,"Franceri Melo Pinto","Manaus","AM","Vereador","MDB","Não Eleito","MASC.","BRANCA",3000,109,2020
40000686929,"José Agostinho Froes Da Costa","Manaus","AM","Vereador","MDB","Não Eleito","MASC.","PARDA",3000,27,2020
40000686930,"Magnum Cabral De Aquino","Manaus","AM","Vereador","MDB","Não Eleito","MASC.","PARDA",3000,75,2020
40000686931,"MARIA DO PERPETUO SOCORRO CARDOSO ALMEIDA","Manaus","AM","Vereador","MDB","Não Eleito","FEM.","PARDA",3000,100,2020
40000686932,"Maria Izabel Nunes Pinheiro","Manaus","AM","Vereador","MDB","Não Eleito","FEM.","PARDA",3000,31,2020
40000686933,"Luiz Anderson Lima Barroso","Manaus","AM","Vereador","MDB","Não Eleito","MASC.","PARDA",3000,22,2020
40000686934,"Manoel Eunice Silva Dias","Manaus","AM","Vereador","MDB","Não Eleito","MASC.","BRANCA",3000,149,2020
40000686935,"MARIA ELIZABETH DOS SANTOS OLIVEIRA","Manaus","AM","Vereador","MDB","Não Eleito","FEM.","BRANCA",3000,54,2020
40000686938,"José Camilo Da Silva Cordeiro","Manaus","AM","Vereador","MDB","Não Eleito","MASC.","PARDA",3000,58,2020
40000686939,"Maria Cleneide Balbino De Melo","Manaus","AM","Vereador","MDB","Não Eleito","FEM.","PARDA",3000,65,2020
40000686943,"Renato De Souza Pinto","Manaus","AM","Vereador","MDB","Não Eleito","MASC.","PARDA",3000,398,2020
40000686947,"Sonia Braz Da Silva","Manaus","AM","Vereador","MDB","Não Eleito","FEM.","PARDA",3000,9,2020
40000686994,"James Luce Castro De Araújo","Manaus","AM","Vereador","DEM","Suplente","MASC.","BRANCA",3000,703,2020
40001256464,"Zenita Amaral Castro","Manaus","AM","Vereador","MDB","Não Eleito","FEM.","PARDA",3000,8,2020
40001264126,"Maria Do Rosario Beltrao Coelho","Manaus","AM","Vereador","MDB","Não Eleito","FEM.","BRANCA",3000,20,2020
40001264130,"Anderson Bastos Da Silva","Manaus","AM","Vereador","MDB","Não Eleito","MASC.","PARDA",3000,202,2020
40001266906,"Sideny Freitas Da Costa","Manaus","AM","Vereador","MDB","Não Eleito","FEM.","BRANCA",3000,11,2020
40000686944,"Sara Maria Aded Oliveira","Manaus","AM","Vereador","MDB","Não Eleito","FEM.","BRANCA",3025,199,2020
40000708959,"Jose Claudio Silva De Souza","Manaus","AM","Vereador","DC","Suplente","MASC.","PARDA",3041.1,306,2020
40000686942,"Mineia Macedo Cardoso","Manaus","AM","Vereador","MDB","Não Eleito","FEM.","BRANCA",3060,215,2020
40000708930,"Fabiane Araujo De Oliveira","Manaus","AM","Vereador","DC","Suplente","FEM.","BRANCA",3084.8,833,2020
40000686920,"Gracila Andrade Mendonça","Manaus","AM","Vereador","MDB","Não Eleito","FEM.","PARDA",3100,170,2020
40001061745,"ADÃO JOSÉ GOMES","Manaus","AM","Vereador","PMN","Suplente","MASC.","SEM INFORMAÇÃO",3114,68,2020
40000868475,"Jonathan Da Silva Cordeiro","Manaus","AM","Vereador","PRTB","Suplente","MASC.","PARDA",3140,90,2020
40000708926,"DENISON DE CARVALHO VILAR","Manaus","AM","Vereador","DC","Suplente","MASC.","PARDA",3150,515,2020
40001189218,"Helio Veiga Lima","Manaus","AM","Vereador","PP","Suplente","MASC.","BRANCA",3160,363,2020
40001189029,"Adriane Viana Malaquias","Manaus","AM","Vereador","PDT","Não Eleito","FEM.","PARDA",3175.67,26,2020
40000942302,"Jose Orlando Lima Florencio","Manaus","AM","Vereador","PODE","Suplente","MASC.","PARDA",3200,343,2020
40001182153,"Metusael Farias Freires","Manaus","AM","Vereador","REPUBLICANOS","Suplente","MASC.","PARDA",3200,198,2020
40001061711,"Marlucia Guimarães Almeida","Manaus","AM","Vereador","PMN","Suplente","FEM.","SEM INFORMAÇÃO",3233.5,1474,2020
40001262803,"Mavignier Cordeiro De Oliveira","Manaus","AM","Vereador","PV","Suplente","MASC.","PRETA",3265.36,198,2020
40000708951,"Ricardo De Freitas Pereira","Manaus","AM","Vereador","DC","Suplente","MASC.","PARDA",3315.4,529,2020
40001256253,"Gilson Araújo De Souza","Manaus","AM","Vereador","PTC","Suplente","MASC.","PARDA",3361.97,249,2020
40001256254,"Alan Araújo Da Mota","Manaus","AM","Vereador","PTC","Suplente","MASC.","PRETA",3410.72,314,2020
40000868461,"Francivania Rosario Da Silva","Manaus","AM","Vereador","PRTB","Suplente","FEM.","BRANCA",3450,235,2020
40001115842,"ALMIR LUCIO DE ANDRADE FILHO","Manaus","AM","Vereador","PCdoB","Suplente","MASC.","PRETA",3473.62,39,2020
40000942299,"Jean Carlos Dos Santos Nascimento","Manaus","AM","Vereador","PODE","Suplente","MASC.","PARDA",3500,362,2020
40001061692,"Raimundo Darlan Ribeiro Bernardo","Manaus","AM","Vereador","PMN","Suplente","MASC.","SEM INFORMAÇÃO",3523.75,777,2020
40000942306,"Julio Cesar Gomes Zany","Manaus","AM","Vereador","PODE","Suplente","MASC.","PARDA",3535,74,2020
40000868453,"MARCO RINALDO COLARES LOPES","Manaus","AM","Vereador","PRTB","Suplente","MASC.","BRANCA",3570,563,2020
40001115818,"Jose Carlos Alfaia De Almeida","Manaus","AM","Vereador","PCdoB","Suplente","MASC.","PARDA",3587.08,19,2020
40001115812,"Francisco Lucivan Mendonça De Araujo","Manaus","AM","Vereador","PCdoB","Suplente","MASC.","PARDA",3609.62,136,2020
40000943650,"Isacleia Peixoto Vieira","Manaus","AM","Vereador","PV","Suplente","FEM.","PARDA",3615.36,194,2020
40000943669,"Denize Azevedo De Souza","Manaus","AM","Vereador","PV","Suplente","FEM.","PRETA",3615.36,194,2020
40000943670,"Nádia Cristina Da Silva Maia","Manaus","AM","Vereador","PV","Suplente","FEM.","PARDA",3615.36,54,2020
40001262792,"Aurilene Barbosa Gonçalves","Manaus","AM","Vereador","PV","Suplente","FEM.","BRANCA",3615.36,15,2020
40001262796,"Ozimar Gomes De Alencar","Manaus","AM","Vereador","PV","Suplente","MASC.","PARDA",3615.36,355,2020
40000943678,"LAURA RODRIGUES TAVARES","Manaus","AM","Vereador","PV","Suplente","FEM.","PARDA",3629.36,144,2020
40001078177,"Heber Soares De Lima Junior","Manaus","AM","Vereador","PATRIOTA","Suplente","MASC.","PARDA",3650,737,2020
40001078673,"Emanuelly Nunes Dos Santos","Manaus","AM","Vereador","PROS","Suplente","FEM.","PARDA",3670,326,2020
40001267782,"Alexsandra Braga Colares De Almeida","Manaus","AM","Vereador","PDT","Não Eleito","FEM.","PARDA",3675.67,6,2020
40001078189,"Cinthya Santiago De Amorim Nunes","Manaus","AM","Vereador","PATRIOTA","Suplente","FEM.","PARDA",3680,23,2020
40001115813,"Ismael Oliveira Costa","Manaus","AM","Vereador","PCdoB","Suplente","MASC.","PRETA",3689.84,25,2020
40000686948,"Júlio Cesar Souza De Oliveira","Manaus","AM","Vereador","MDB","Não Eleito","MASC.","PARDA",3700,181,2020
40000708929,"Cleudomar Peixoto Maciel","Manaus","AM","Vereador","DC","Suplente","MASC.","PARDA",3756.8,717,2020
40001115814,"MARCO ANTONIO DA SILVA","Manaus","AM","Vereador","PCdoB","Suplente","MASC.","PRETA",3780.86,139,2020
40000984328,"Joao Claudio Nobre Da Silva","Manaus","AM","Vereador","AVANTE","Suplente","MASC.","PARDA",3800,614,2020
40001078666,"LUIZ ALBERTO DOS SANTOS SILVA","Manaus","AM","Vereador","PROS","Suplente","MASC.","BRANCA",3804,335,2020
40001078642,"Marlon Nazareno Soares Benfica","Manaus","AM","Vereador","PROS","Suplente","MASC.","PARDA",3810,438,2020
40001061715,"Antonio Cesar Dantas Amaral","Manaus","AM","Vereador","PMN","Suplente","MASC.","SEM INFORMAÇÃO",3851.25,663,2020
40001078681,"LUIZ CARLOS DE MAGALHAES","Manaus","AM","Vereador","PROS","Suplente","MASC.","BRANCA",3874,2522,2020
40000794399,"Glicia Cristiane Lira Da Silva","Manaus","AM","Vereador","PMB","Não Eleito","FEM.","PARDA",3881.25,5,2020
40000794401,"Karollynne De Souza Chaves","Manaus","AM","Vereador","PMB","Não Eleito","FEM.","PARDA",3881.25,10,2020
40000794402,"Ketlen Borges Oliveira","Manaus","AM","Vereador","PMB","Não Eleito","FEM.","PARDA",3881.25,1,2020
40000794409,"Priscila Da Silva Martins","Manaus","AM","Vereador","PMB","Não Eleito","FEM.","PARDA",3881.25,60,2020
40000794420,"Thayna Souza Paiva","Manaus","AM","Vereador","PMB","Não Eleito","FEM.","PARDA",3881.25,8,2020
40000794423,"Ingrid Bezerra Feitosa","Manaus","AM","Vereador","PMB","Não Eleito","FEM.","PARDA",3881.25,13,2020
40000794433,"Jamilly Carvalho Poinho","Manaus","AM","Vereador","PMB","Não Eleito","FEM.","PARDA",3881.25,14,2020
40000794438,"Evanilza Barboza Brito Pena","Manaus","AM","Vereador","PMB","Não Eleito","FEM.","PARDA",3881.25,37,2020
40000794453,"Jheny Paoma Trovao Grana","Manaus","AM","Vereador","PMB","Não Eleito","FEM.","PARDA",3881.25,26,2020
40000794457,"Maria Elizabete Mendes De Souza","Manaus","AM","Vereador","PMB","Não Eleito","FEM.","PARDA",3881.25,22,2020
40001115840,"Luiz Ferreira Da Silva Junior","Manaus","AM","Vereador","PCdoB","Suplente","MASC.","PARDA",3887.08,106,2020
40001061728,"Patricia De Andrade Ferreira","Manaus","AM","Vereador","PMN","Suplente","FEM.","INDÍGENA",3919.5,87,2020
40001262798,"Jose Clajus Oliveira","Manaus","AM","Vereador","PV","Suplente","MASC.","PARDA",3945.36,199,2020
40001061742,"Marli Siqueira Da Cruz","Manaus","AM","Vereador","PMN","Suplente","FEM.","BRANCA",3961.5,89,2020
40001078165,"Laercio Da Cunha Lima","Manaus","AM","Vereador","PATRIOTA","Suplente","MASC.","PARDA",3980,123,2020
40001078209,"Raifranckson Paulain","Manaus","AM","Vereador","PATRIOTA","Suplente","MASC.","PARDA",3980,183,2020
40001115795,"Marcio Santiago Viana","Manaus","AM","Vereador","PCdoB","Suplente","MASC.","PARDA",3997.08,102,2020
40000686927,"Jackson Gervasio De Alecrim Junior","Manaus","AM","Vereador","MDB","Não Eleito","MASC.","PARDA",4000,73,2020
40001148378,"Alessandro Rodrigo Jordão De Souza","Manaus","AM","Vereador","PSD","Não Eleito","MASC.","PARDA",4000,73,2020
40001148382,"Nelcindo Martins Da Cunha","Manaus","AM","Vereador","PSD","Não Eleito","MASC.","PARDA",4000,90,2020
40001078671,"Marcelo Augusto Lemos Dos Santos","Manaus","AM","Vereador","PROS","Suplente","MASC.","PARDA",4004,676,2020
40001078686,"Marilucia Santos Da Paz Belo","Manaus","AM","Vereador","PROS","Suplente","FEM.","BRANCA",4004,311,2020
40000972116,"Marcos Jose Oliveira De Souza","Manaus","AM","Vereador","PTB","Suplente","MASC.","PARDA",4020,2302,2020
40001078638,"Francisco Das Chagas Vidal De Oliveira Filho","Manaus","AM","Vereador","PROS","Suplente","MASC.","BRANCA",4024.9,524,2020
40001078181,"Rosely Das Graças Lima","Manaus","AM","Vereador","PATRIOTA","Suplente","FEM.","PARDA",4030,6,2020
40001182139,"Claudevan De Souza Pereira","Manaus","AM","Vereador","REPUBLICANOS","Suplente","MASC.","BRANCA",4030.99,686,2020
40001061733,"Maria Do Socorro Dos Santos Marinho","Manaus","AM","Vereador","PMN","Suplente","FEM.","SEM INFORMAÇÃO",4044.5,182,2020
40001078187,"Samir Peso Jomblat","Manaus","AM","Vereador","PATRIOTA","Suplente","MASC.","BRANCA",4070,551,2020
40001189038,"Ian Toledo Lemos","Manaus","AM","Vereador","PDT","Não Eleito","MASC.","PARDA",4100,197,2020
40001061729,"Antonia Do Nascimento Linhares","Manaus","AM","Vereador","PMN","Suplente","FEM.","SEM INFORMAÇÃO",4108.75,200,2020
40001256251,"José Américo Freire Nerys","Manaus","AM","Vereador","PTC","Suplente","MASC.","BRANCA",4111.97,379,2020
40001256275,"Rudson Duarte Do Vale","Manaus","AM","Vereador","PTC","Suplente","MASC.","PARDA",4111.97,72,2020
40001078185,"Joubert Almeida Saraiva","Manaus","AM","Vereador","PATRIOTA","Suplente","MASC.","BRANCA",4127.91,394,2020
40001115835,"Francisco Roberto Carioca Pinto","Manaus","AM","Vereador","PCdoB","Suplente","MASC.","PARDA",4224.84,161,2020
40000942319,"Francisco Das Chagas Silva De Souza","Manaus","AM","Vereador","PODE","Suplente","MASC.","PARDA",4250,64,2020
40001115828,"Jose Deusimar Alves","Manaus","AM","Vereador","PCdoB","Suplente","MASC.","PARDA",4316.86,170,2020
40001182170,"Felipe Diego De Souza Arruda","Manaus","AM","Vereador","REPUBLICANOS","Suplente","MASC.","PARDA",4321.5,999,2020
40001261972,"ALESSANDRA DA SILVA NASCIMENTO","Manaus","AM","Vereador","PDT","Não Eleito","FEM.","PARDA",4378.17,18,2020
40001256281,"Rubem Fernandes Da Costa","Manaus","AM","Vereador","PTC","Suplente","MASC.","PARDA",4411.97,565,2020
40001265614,"Manoel Tony Brasil Dos Santos","Manaus","AM","Vereador","CIDADANIA","Suplente","MASC.","BRANCA",4420.21,143,2020
40001061738,"MARCIO ALMEIDA","Manaus","AM","Vereador","PMN","Suplente","MASC.","SEM INFORMAÇÃO",4462,1758,2020
40001115657,"Erimilson Valente Alves","Manaus","AM","Vereador","CIDADANIA","Suplente","MASC.","BRANCA",4470.21,39,2020
40001115660,"Liciany Moura Lima","Manaus","AM","Vereador","CIDADANIA","Não Eleito","FEM.","BRANCA",4470.21,0,2020
40001115669,"William Lima Da Cunha","Manaus","AM","Vereador","CIDADANIA","Suplente","MASC.","BRANCA",4470.21,269,2020
40001115690,"Kennedy Luis Vieira Da Silva","Manaus","AM","Vereador","CIDADANIA","Suplente","MASC.","PARDA",4470.21,108,2020
40001115697,"Isaque Barbosa De Freitas","Manaus","AM","Vereador","CIDADANIA","Suplente","MASC.","PARDA",4470.21,171,2020
40001148373,"Jair Dos Santos Nery","Manaus","AM","Vereador","PSD","Não Eleito","MASC.","PARDA",4500,160,2020
40001078648,"Emerson Santos Botelho","Manaus","AM","Vereador","PROS","Suplente","MASC.","BRANCA",4504,257,2020
40001078162,"Raimundo Da Silva Ferreira Filho","Manaus","AM","Vereador","PATRIOTA","Suplente","MASC.","PARDA",4505,195,2020
40001256247,"Alexandre De Oliveira Palheta","Manaus","AM","Vereador","PTC","Suplente","MASC.","PARDA",4511.97,94,2020
40000972135,"Helade Maues Gonçalves","Manaus","AM","Vereador","PTB","Suplente","FEM.","PARDA",4516.19,75,2020
40001078179,"Joaquim Jose De Alencar Souza","Manaus","AM","Vereador","PATRIOTA","Suplente","MASC.","BRANCA",4522,137,2020
40000686980,"FÁBIO MARINHO DA SILVA","Manaus","AM","Vereador","DEM","Suplente","MASC.","PARDA",4530.9,43,2020
40001115800,"Suame Anderson De Santana Ramos","Manaus","AM","Vereador","PCdoB","Suplente","MASC.","PARDA",4533.08,347,2020
40001078212,"Tamara Jessica Neves Ferreira","Manaus","AM","Vereador","PATRIOTA","Suplente","FEM.","PARDA",4555,45,2020
40000868484,"Cláudio Pereira Parente Filho","Manaus","AM","Vereador","PRTB","Suplente","MASC.","PARDA",4590,879,2020
40000686973,"Mario Jose Henrique De Souza","Manaus","AM","Vereador","DEM","Suplente","MASC.","PARDA",4600,733,2020
40001256230,"Marcelo Dos Santos Paz","Manaus","AM","Vereador","PTC","Suplente","MASC.","PARDA",4611.97,394,2020
40001115834,"Erica De Souza Medeiros","Manaus","AM","Vereador","PCdoB","Suplente","FEM.","PARDA",4612.37,79,2020
40000943671,"Claudia Silva De Melo","Manaus","AM","Vereador","PV","Suplente","FEM.","PARDA",4615.36,93,2020
40001115655,"ADRIANO DA SILVA GOMES","Manaus","AM","Vereador","CIDADANIA","Suplente","MASC.","PRETA",4620.21,457,2020
40001115658,"Fernando Henrique Dos Santos Alzier","Manaus","AM","Vereador","CIDADANIA","Suplente","MASC.","PARDA",4620.21,32,2020
40001115666,"Jose Andre Luiz Barros Babilônia","Manaus","AM","Vereador","CIDADANIA","Suplente","MASC.","PRETA",4620.21,22,2020
40001115677,"Aridinei Oliveira De Castro Carneiro","Manaus","AM","Vereador","CIDADANIA","Suplente","MASC.","PARDA",4620.21,84,2020
40001115684,"Raimundo Silvano Frazão","Manaus","AM","Vereador","CIDADANIA","Suplente","MASC.","PRETA",4620.21,69,2020
40001115687,"Fidel Dos Santos Nobre","Manaus","AM","Vereador","CIDADANIA","Suplente","MASC.","PARDA",4620.21,160,2020
40001115807,"Bruno Rafael Barroso Rocha","Manaus","AM","Vereador","PCdoB","Suplente","MASC.","PARDA",4635.84,54,2020
40001115838,"Antonio Muller Santos Sousa","Manaus","AM","Vereador","PCdoB","Suplente","MASC.","PARDA",4639.62,217,2020
40000943672,"Izabel Cristina Da Costa Barroso","Manaus","AM","Vereador","PV","Suplente","FEM.","PARDA",4665.36,273,2020
40001262797,"Daniella Nogueira Pinheiro","Manaus","AM","Vereador","PV","Suplente","FEM.","BRANCA",4665.36,59,2020
40001078643,"Odirlei Araújo De Vasconcelos","Manaus","AM","Vereador","PROS","Suplente","MASC.","PARDA",4689,809,2020
40001078675,"CRISTINA LUCIA FERREIRA PAIVA","Manaus","AM","Vereador","PROS","Suplente","FEM.","PARDA",4689,554,2020
40001115791,"Nildelene Santana Soares","Manaus","AM","Vereador","PCdoB","Suplente","FEM.","PARDA",4699.61,100,2020
40001115799,"Priscyla Nara Novoa Dos Reis","Manaus","AM","Vereador","PCdoB","Não Eleito","FEM.","PARDA",4699.61,0,2020
40000942287,"Dorvan Rodrigues Barroso","Manaus","AM","Vereador","PODE","Suplente","MASC.","PARDA",4700,956,2020
40000794406,"Jair Da Trindade Pereira","Manaus","AM","Vereador","PMB","Não Eleito","MASC.","PARDA",4702.12,420,2020
40000972102,"Antonio Sidney Silva Da Costa","Manaus","AM","Vereador","PTB","Suplente","MASC.","PARDA",4704,155,2020
40001115794,"Manuel Itelvino De Azevedo Pereira","Manaus","AM","Vereador","PCdoB","Suplente","MASC.","PARDA",4753.08,122,2020
40001115833,"JOÃO FERREIRA DE OLIVEIRA","Manaus","AM","Vereador","PCdoB","Suplente","MASC.","PRETA",4753.08,212,2020
